etiqueta,hu1,hu2,hu3,hu4,hu5,hu6,hu7,fft1,fft2,fft3,fft4,fft5,fft6,fft7,fft8,fft9,fft10
square,0.75828,2.56948,4.34159,5.66865,11.0532,7.21068,-10.7153,0.995306,0.0209737,0.0469803,0.0531356,0.0364145,0.0457559,0.0106001,0.00817082,0.00208116,0.0170972
square,0.741445,2.35113,4.78664,5.90267,11.3687,7.49185,-11.4315,0.993229,0.0176284,0.0705059,0.0185006,0.0823277,0.0256118,0.0139608,0.0116752,0.00865932,0.00563374
square,0.765246,2.74548,4.67412,6.22098,-11.7098,-7.59852,12.0495,0.995395,0.0057398,0.0524083,0.0110273,0.0722698,0.0189236,0.00351795,0.0218643,0.0101485,0.0106084
square,0.778656,3.28153,5.28633,6.98336,-13.1188,-8.6242,-14.419,0.997926,0.00816822,0.0249194,0.0289937,0.0411811,0.0138104,0.0142873,0.017267,0.01362,0.00635326
square,0.744356,2.54326,4.68551,5.85069,-11.2206,-7.6573,-11.3322,0.99333,0.0516088,0.0678575,0.0241238,0.0558877,0.0459104,0.00675624,0.00559494,0.00796574,0.00861347
square,0.721245,2.1416,3.61092,5.1614,-9.54793,-6.28821,-10.9356,0.993142,0.0306546,0.0719596,0.0221942,0.0631388,0.0256743,0.0355875,0.0177037,0.0215072,0.0192448
triangle,0.607148,1.72525,1.92943,2.5625,4.80857,3.42547,-6.47011,0.956882,0.13408,0.247804,0.0491479,0.0376854,0.0266659,0.0103536,0.0125968,0.00825902,0.0105488
triangle,0.64855,2.29516,2.00469,3.25229,6.24732,4.8238,5.92517,0.972023,0.0726525,0.211659,0.0438201,0.0328244,0.0377079,0.0036634,0.0214282,0.00926485,0.0107439
triangle,0.718208,3.23916,2.38738,4.88219,8.51773,6.50954,9.74502,0.987901,0.00920632,0.100253,0.0909925,0.0435571,0.0519616,0.0271593,0.0126759,0.00614713,0.0102092
triangle,0.683238,2.28664,2.26996,3.71137,6.72809,4.88305,-7.17541,0.980272,0.033633,0.17795,0.0515259,0.0198288,0.0386584,0.0208347,0.0282234,0.0160567,0.0154486
triangle,-0.63971,0.467417,-1.5229,0.731376,0.416078,1.16331,-0.590178,0.991015,0.0586097,0.0267013,0.0421846,0.0815514,0.0178881,0.0461243,0.0517396,0.00614524,0.0121804
triangle,0.704407,2.8109,2.35348,5.15669,8.91772,6.60069,-9.69598,0.986276,0.0205843,0.10703,0.106281,0.0323064,0.0471872,0.0037021,0.016556,0.0184651,0.0136609
triangle,0.699893,2.58906,2.31627,4.08938,7.5466,5.58185,7.37274,0.984091,0.0521671,0.157786,0.0239772,0.0174867,0.0397635,0.0232704,0.0249598,0.0130336,0.0122895
triangle,0.775309,3.42245,6.62768,8.83485,-16.9194,-10.5993,16.6136,0.998446,0.0503222,0.0167804,0.011902,0.0058123,0.00360209,0.00207921,0.00532425,0.0069356,0.0048234
triangle,0.675195,2.19435,2.24252,3.64289,7.01854,5.38434,6.61739,0.979579,0.0538925,0.177051,0.0493079,0.028733,0.041875,0.0206862,0.0209592,0.0160225,0.00627882
triangle,-0.322762,0.306152,-0.629909,1.00157,-1.40826,-1.15481,-1.28487,0.979617,0.0561076,0.0369324,0.0677647,0.135179,0.0358807,0.0817501,0.0644029,0.019087,0.0221566
triangle,0.744356,3.73737,2.65372,4.86371,-9.0012,-6.733,8.66413,0.993795,0.0268282,0.064899,0.0662105,0.0477779,0.015958,0.00249459,0.0211159,0.00626815,0.00523023
triangle,0.717472,2.52847,2.49499,4.17796,-8.62358,-5.86059,7.51575,0.986674,0.0357099,0.132532,0.0494399,0.0456689,0.0348619,0.0317904,0.0261328,0.00672121,0.0122828
triangle,0.571414,1.44179,2.25655,2.92166,5.54052,3.69352,-5.95704,0.970586,0.108292,0.202645,0.0452795,0.0480534,0.00851236,0.0231858,0.00816126,0.0112666,0.00275073
triangle,0.773782,3.2483,29.9994,29.9987,-30,30,-30,1,0,0,0
triangle,0.715116,3.40011,2.36311,5.2018,-9.47867,-6.90187,9.00776,0.986416,0.0490047,0.11522,0.081191,0.0457825,0.0391057,0.0254261,0.0159235,0.00711757,0.0117841
triangle,-0.450358,0.829864,-1.05822,1.04511,-1.2801,-2.73158,-1.12512,0.986565,0.0798581,0.0398753,0.0251388,0.0299181,0.0944188,0.0523754,0.0471076,0.0386844,0.042679
triangle,0.675267,2.44858,2.15919,3.68311,6.64242,5.06059,-7.00059,0.979934,0.038454,0.150756,0.0926815,0.0570842,0.0472666,0.0310916,0.00740918,0.0115422,0.0169237
triangle,0.706201,2.47292,2.38862,3.93342,7.24955,5.37014,-7.24045,0.983997,0.0460113,0.162717,0.0262285,0.0164931,0.0240271,0.0192503,0.0243971,0.017665,0.0184547
triangle,0.755513,2.85031,2.8861,5.24471,-9.32854,-6.67013,-9.85488,0.993332,0.0631606,0.0797211,0.0140673,0.0196943,0.0326958,0.0193295,0.0227781,0.0162271,0.0116589
triangle,0.656445,2.64673,1.99866,3.50123,6.25307,4.82473,-7.28196,0.977306,0.0330176,0.159808,0.10603,0.0190187,0.0669269,0.0152029,0.0391345,0.00803109,0.0182757
triangle,0.670819,4.23529,2.06098,5.25826,-9.15288,-8.1549,9.00772,0.980541,0.0225671,0.115452,0.124254,0.0481128,0.0725836,0.0254107,0.0298309,0.00464493,0.0109823
triangle,0.698705,2.71752,2.27937,4.04511,7.48436,5.72592,7.27845,0.983098,0.00653711,0.132933,0.0976284,0.0377353,0.0609327,0.0211285,0.0256561,0.0030402,0.0047069
triangle,0.675136,2.07316,2.32338,3.70372,7.70262,6.1117,6.7196,0.977112,0.0940709,0.17103,0.0420161,0.0519567,0.0462605,0.0147911,0.0118022,0.0134958,0.0027437
triangle,0.661229,2.22029,2.12793,3.58035,6.76127,5.12738,6.48902,0.979363,0.0584519,0.159159,0.0623713,0.0751833,0.0405556,0.0254827,0.00734678,0.0135817,0.00487828
triangle,0.601769,1.60969,2.07721,2.72395,5.12457,3.529,-7.00201,0.967171,0.105152,0.208606,0.0725565,0.0477969,0.0325904,0.033376,0.0029695,0.0114529,0.011878
triangle,0.714183,2.3838,2.51348,4.17257,-7.52583,-5.37942,-8.18393,0.989573,0.019198,0.0745582,0.110868,0.0307525,0.0299759,0.0164119,0.0119957,0.0162371,0.00225641
triangle,0.730557,2.86908,2.53858,4.80136,-9.0434,-6.8597,8.4875,0.989573,0.00388655,0.083507,0.0909352,0.0279228,0.0513613,0.0344445,0.0212455,0.0204542,0.00360965
triangle,0.645898,1.88036,2.23412,3.36325,6.20029,4.38528,6.55731,0.973991,0.125389,0.161424,0.0500325,0.0463323,0.051002,0.0375818,0.0197814,0.0169186,0.0148394
triangle,0.663696,2.03902,2.2056,3.21153,5.93116,4.25251,6.57196,0.974941,0.0869718,0.191928,0.0406589,0.0428979,0.00940493,0.0203339,0.0248233,0.00942828,0.0197083
triangle,0.715455,2.77768,2.40377,4.23202,7.58189,5.63852,-7.98175,0.985529,0.0397444,0.154623,0.0266822,0.00635843,0.030442,0.0153039,0.0250896,0.0174429,0.0199375
triangle,-0.694429,0.0701714,-1.99119,-0.997075,2.45943,0.948235,2.05819,0.978101,0.0400529,0.165199,0.0188509,0.0966006,0.0486954,0.00773125,0.0407919,0.0248364,0.00499475
triangle,0.706885,2.1418,2.71674,4.18919,7.64232,5.26917,9.19439,0.986662,0.0451903,0.127941,0.0498286,0.0709706,0.0229281,0.0029491,0.00324739,0.001417,0.00453036
triangle,0.680819,2.52684,2.20038,4.18231,-8.42651,-5.98551,7.37536,0.983939,0.0462378,0.0995942,0.118309,0.058121,0.0197499,0.0307724,0.0251288,0.0131762,0.0170562
triangle,0.650722,1.89816,2.2433,3.30004,6.07467,4.25095,-7.00566,0.977973,0.0335856,0.178709,0.0814292,0.0425012,0.0362529,0.0212618,0.00684132,0.00604999,0.0147272
triangle,0.68454,2.54204,2.20184,3.76221,6.94064,5.30041,6.85688,0.982168,0.0398214,0.156789,0.0671733,0.0250908,0.0477742,0.0183157,0.0326034,0.010897,0.0153408
triangle,0.710457,2.63381,2.38859,4.13071,-7.85941,-5.89899,7.41697,0.9859,0.0132621,0.102338,0.123211,0.0354584,0.0269713,0.00815137,0.000914923,0.0107936,0.00145394
triangle,0.693714,2.29041,2.36071,3.85589,7.10156,5.24902,-7.12871,0.982274,0.069126,0.159062,0.0333321,0.0394395,0.0223273,0.0314542,0.0230277,0.0137931,0.0135824
triangle,0.623279,1.9981,2.3173,4.25602,-8.26487,6.22684,7.55062,0.985736,0.0521515,0.068004,0.0344991,0.0679801,0.0150904,0.117731,0.0271148,0.012503,0.01375
triangle,0.717821,3.28985,2.38102,4.92535,-8.58103,-6.59119,9.54888,0.988038,0.0337267,0.0908499,0.10059,0.0412467,0.0415518,0.0237029,0.0120335,0.00966411,0.00653214
triangle,0.659962,2.04637,2.19155,3.32804,6.09991,4.37549,-6.72127,0.976315,0.0771991,0.187515,0.0476505,0.0218814,0.0356844,0.0197475,0.0239486,0.0208133,0.0163427
triangle,0.727993,3.13885,2.49392,4.78423,8.55415,-7.46461,-8.59546,0.987912,0.0509117,0.0858166,0.0842873,0.06591,0.0152712,0.0420021,0.0200615,0.0145786,0.00355123
triangle,0.694206,2.19642,2.42538,3.73257,6.81271,4.83091,-7.94674,0.983307,0.0660294,0.152614,0.0424271,0.0353506,0.0402741,0.017625,0.0172357,0.01248,0.00462493
triangle,0.713677,3.15506,2.36312,4.37685,8.21713,6.0756,7.77328,0.986966,0.0159933,0.121537,0.0695816,0.0240286,0.0586291,0.0316977,0.0250829,0.0140722,0.0135273
triangle,0.701533,2.63561,2.33088,4.17005,7.43842,5.67645,7.97132,0.984377,0.0126223,0.125768,0.107131,0.0166805,0.0452764,0.0186341,0.0288681,0.00570323,0.00262671
triangle,0.640147,1.89513,2.14553,3.19467,5.8653,4.14243,7.16677,0.975279,0.0221883,0.190848,0.0759442,0.0686411,0.0236385,0.0254473,0.00644198,0.0104847,0.00884424
triangle,0.732524,2.8704,2.56476,4.83364,8.87314,6.49044,-8.58365,0.991274,0.0104913,0.0300881,0.120527,0.0310036,0.0229606,0.00699754,0.0118118,0.00763527,0.00996733
triangle,0.703498,2.7316,2.33807,4.64423,9.28164,6.39446,8.1365,0.988277,0.0269687,0.0466732,0.117193,0.0682175,0.0273213,0.0266353,0.0113688,0.013549,0.0157012
triangle,0.700898,3.40527,2.25285,4.90908,-8.64974,-6.64201,8.63175,0.987592,0.0212546,0.0900669,0.0977348,0.0578947,0.0519265,0.0182257,0.00969336,0.00793681,0.00296556
triangle,0.704499,2.61018,2.34996,4.32456,-8.00136,-5.88105,7.71284,0.984845,0.0194581,0.160619,0.0391248,0.0098687,0.0280068,0.0155808,0.0231462,0.0207968,0.0167215
triangle,0.633158,2.77103,1.88822,3.38493,6.19509,4.94794,-6.15116,0.973498,0.0167208,0.176332,0.114283,0.04939,0.0647243,0.0203292,0.0209618,0.0172714,0.00939369
triangle,0.715259,2.64372,2.4553,4.34726,-8.24388,-6.81688,7.77194,0.988258,0.0222425,0.0739017,0.122659,0.0290407,0.030333,0.00661464,0.0209164,0.00966194,0.00263515
triangle,0.669088,1.98053,2.34817,3.45137,6.40083,4.49816,-6.69576,0.982236,0.0253435,0.148943,0.0826811,0.0515017,0.0220439,0.0440369,0.0112684,0.0147095,0.0113715
triangle,0.685182,2.45689,2.24141,3.82462,6.9197,5.13195,-7.15988,0.982007,0.0082134,0.126634,0.118044,0.0626081,0.0300568,0.0239214,0.0114986,0.00159886,0.00965525
triangle,0.707348,2.40376,2.42513,3.94173,-7.92422,-5.70144,7.13071,0.984199,0.0178695,0.13596,0.0966419,0.0390256,0.0370172,0.00428024,0.0121091,0.00460963,0.0113727
triangle,0.663197,2.02792,2.24039,3.51388,6.68171,5.03536,6.45704,0.976611,0.0745994,0.182858,0.0612113,0.0235213,0.0423326,0.00972511,0.0180253,0.0226945,0.0142469
triangle,0.629403,2.19076,1.90962,3.11828,5.74034,4.42942,5.83548,0.97104,0.0578046,0.206051,0.0518143,0.0527831,0.051778,0.03094,0.0331735,0.0213255,0.0248616
triangle,0.634152,1.84131,2.18317,3.3571,6.14367,4.28603,-6.69576,0.975484,0.0618439,0.186862,0.0841708,0.0362598,0.0261026,0.0146619,0.0173639,0.00762563,0.0058153
triangle,-0.339608,-0.256749,-0.285041,1.19038,-1.69017,1.08201,1.99793,0.963098,0.0945384,0.103637,0.0545203,0.15169,0.116781,0.0802268,0.0174414,0.0690957,0.0403637
triangle,0.711924,2.542,2.43295,4.15729,7.57641,5.55955,7.63312,0.983618,0.0465124,0.15734,0.0443599,0.0252966,0.0442329,0.0212277,0.0179568,0.0148453,0.00427885
triangle,-0.519912,0.509557,-1.31943,-0.0994889,0.0223402,1.04518,-0.803066,0.976533,0.0619247,0.122024,0.0273933,0.148396,0.0100172,0.0517903,0.03939,0.00650109,0.0225908
triangle,-0.389494,0.71306,-0.821472,0.783662,-0.810303,1.76697,1.12629,0.974132,0.127056,0.0845801,0.0793674,0.0676977,0.0520491,0.0291418,0.0521538,0.071253,0.0743821
triangle,0.679907,3.52606,2.1169,4.69335,-9.38184,6.97672,-8.09907,0.979176,0.033996,0.171379,0.0520011,0.048939,0.0442109,0.0380413,0.0271852,0.0329308,0.0190802
triangle,0.690778,2.8911,2.21937,4.38384,7.81686,6.14728,-7.8569,0.984633,0.0605461,0.0378517,0.13634,0.0680914,0.0254308,0.0203357,0.0151961,0.0247794,0.0163879
triangle,0.701475,2.19248,2.50124,3.91161,7.46066,5.51668,7.16824,0.983729,0.0717574,0.156359,0.0261207,0.0241472,0.0114964,0.0218428,0.0233232,0.00969719,0.0129363
triangle,0.646939,2.03836,2.09638,3.51909,-6.32696,-4.5383,7.94773,0.972004,0.00998155,0.209432,0.0598241,0.0808942,0.0183337,0.00792429,0.0240625,0.0117147,0.00290521
triangle,0.654257,2.38732,2.02167,3.37765,6.24095,4.83839,6.21545,0.971274,0.125972,0.189247,0.0210248,0.0571124,0.00648518,0.027782,0.00643938,0.018518,0.00641317
triangle,0.739668,3.03027,2.62296,4.9864,-8.9611,-7.48214,-8.92371,0.990182,0.0299853,0.13115,0.0196822,0.0244628,0.018152,0.00438509,0.00910206,0.0035508,0.00321759
triangle,0.699362,2.54487,2.33669,4.38333,-7.82353,-5.79346,-7.99854,0.984395,0.0208898,0.155206,0.0476997,0.0134191,0.0413701,0.02289,0.0273029,0.0270849,0.0164444
triangle,0.634026,1.92246,2.09334,3.28111,6.00284,4.31806,-6.3848,0.976317,0.0619773,0.184652,0.0632144,0.0495654,0.0340313,0.0281689,0.00628355,0.0182006,0.00964807
triangle,0.725335,2.82487,2.50575,5.01233,-9.49668,-7.20386,-8.7792,0.989558,0.0247576,0.134625,0.0205949,0.0128588,0.0228691,0.00374155,0.0222588,0.00737003,0.0190242
triangle,-0.544546,-0.766042,-0.183826,-0.9435,-1.41273,-1.30675,1.28084,0.952589,0.0443811,0.260302,0.0867686,0.0318533,0.0835375,0.0714896,0.0198364,0.0264922,0.0334488
triangle,0.778908,5.36982,6.35026,7.629,15.389,10.7285,14.625,0.999567,0.0254285,0.010348,0.00799282,0.00395959,0.00326773,0.00131148,0.0028745,0.00110939,0.00326973
triangle,0.66194,1.93531,2.31564,3.24799,6.03187,4.2511,7.04198,0.983154,0.0977986,0.0990338,0.0477587,0.0476942,0.0758106,0.0379208,0.0364331,0.0205287,0.0233558
triangle,0.668309,2.13158,2.19144,3.2885,6.03686,4.36718,-6.7391,0.977473,0.0811479,0.187976,0.0286567,0.0178279,0.023915,0.0147165,0.0160987,0.0149956,0.0146416
triangle,0.659267,2.07746,2.22243,3.53662,-7.14405,-5.78539,-6.42388,0.978662,0.0213781,0.17278,0.0921349,0.0399429,0.0173781,0.0274245,0.00410187,0.0269341,0.00547611
triangle,0.739195,2.9413,2.63044,4.73565,-8.46336,-6.33776,-8.78402,0.99059,0.0048362,0.0805181,0.0950979,0.0414731,0.0319572,0.00971565,0.0180127,0.00401991,0.00239997
triangle,0.671212,4.15454,2.05771,4.34998,-7.61155,-6.46306,7.86975,0.976666,0.0091165,0.184475,0.0496148,0.00353325,0.0604815,0.0397948,0.0447352,0.0410918,0.0245925
triangle,0.709624,2.60743,2.39102,4.1163,7.45004,5.47422,-7.62536,0.985317,0.0221812,0.152966,0.0465667,0.0061175,0.040422,0.0129209,0.0268033,0.0119863,0.0197866
triangle,0.568123,1.45317,2.01419,2.55383,4.84485,3.31879,-5.58676,0.967741,0.0893537,0.199533,0.088379,0.0779736,0.0348704,0.00337335,0.00973023,0.0086282,0.0198195
triangle,0.601584,1.78464,1.82311,2.45743,4.60891,3.38677,5.24693,0.957412,0.134446,0.24418,0.044238,0.0431464,0.0197959,0.0189767,0.0203136,0.0242838,0.00949672
triangle,-0.316508,-0.192093,-0.278676,0.567643,-0.792085,0.48072,0.967823,0.95878,0.0678335,0.15115,0.18834,0.0251831,0.0823904,0.0562908,0.0729871,0.0325602,0.0290375
triangle,0.720024,2.64882,2.4734,4.26326,7.63971,5.6069,8.34958,0.987243,0.0175284,0.148937,0.0270632,0.0227641,0.0141621,0.0248357,0.014492,0.0220486,0.00983223
triangle,-0.405902,0.277746,-0.885701,2.10953,2.74835,2.31772,3.18824,0.981722,0.0699486,0.0465359,0.0809713,0.0827588,0.0837122,0.0389979,0.0436068,0.0576691,0.0447372
triangle,0.707081,2.35825,2.45299,3.82606,6.96944,5.03597,7.84317,0.980844,0.0779879,0.161301,0.0567989,0.0157705,0.0292569,0.0243893,0.0223051,0.0178375,0.0101982
triangle,0.664624,2.37736,2.08322,3.29033,6.00817,4.55685,-6.41473,0.977762,0.0634273,0.164244,0.0854944,0.0319988,0.0598213,0.0112683,0.025578,0.00364365,0.0165971
triangle,0.710752,3.68333,2.31276,4.88827,9.3696,-8.33071,-8.49257,0.986774,0.0105959,0.131226,0.0550497,0.0166554,0.0478127,0.0267249,0.0394009,0.0204116,0.0258178
triangle,0.699248,2.19993,2.44233,3.54105,6.54458,4.69278,-7.17046,0.978466,0.109035,0.161942,0.0425634,0.0159298,0.0408878,0.0176289,0.0194687,0.00346196,0.00722188
triangle,0.703725,2.89294,2.29638,4.28365,7.59749,5.77787,8.06531,0.98592,0.0127535,0.115856,0.104313,0.0318782,0.0387546,0.0142179,0.0208935,0.0159504,0.00920553
triangle,0.644563,1.8417,2.24646,3.35798,6.38363,4.60761,6.25624,0.975216,0.0988561,0.187055,0.0484721,0.0224693,0.0218686,0.0143016,0.0128,0.0107117,0.0194052
triangle,-0.375717,0.614932,-0.602449,-0.539382,-1.08541,0.042235,0.627595,0.985406,0.0992477,0.0703058,0.0711587,0.0242786,0.0843275,0.0232121,0.0163938,0.0073438,0.0235744
triangle,0.709977,3.47451,2.31194,4.87372,8.594,6.85628,-8.64286,0.986676,0.00589619,0.124736,0.0734743,0.0301637,0.053167,0.0249861,0.0296394,0.01043,0.0114281
triangle,0.629029,2.43923,2.12902,3.20465,5.87967,4.42427,-6.58712,0.982367,0.0947868,0.0642896,0.0784338,0.0163762,0.0439605,0.113124,0.0256853,0.00506499,0.00147626
triangle,-0.509821,0.640128,-1.08238,0.299224,0.277455,0.648314,0.048698,0.987401,0.0811686,0.0420658,0.0398562,0.0829369,0.0196249,0.0803274,0.0149269,0.0321169,0.011075
triangle,0.619946,1.819,2.04665,3.03452,5.57624,3.94411,6.7171,0.972253,0.00877089,0.194691,0.0982779,0.0701762,0.0283734,0.0338955,0.00448072,0.00769246,0.0112193
triangle,-0.585975,1.76126,-1.51223,-0.123005,0.816766,-1.11635,0.759717,0.986515,0.0392336,0.0645115,0.0756889,0.0310496,0.0811919,0.0654551,0.0300204,0.0372299,0.0350894
triangle,0.712272,3.19019,2.34897,4.94844,-8.59714,-6.57379,11.6331,0.987002,0.0455174,0.0402503,0.127296,0.0443485,0.0584457,0.0180015,0.0113535,0.00913673,0.00333408
triangle,0.671052,2.70784,2.08647,3.86277,-7.01921,-5.45973,-6.96056,0.978509,0.0153453,0.145346,0.12245,0.0571739,0.0399898,0.0288116,0.00527784,0.0179703,0.0107895
triangle,0.673433,2.46768,2.16479,4.09795,-7.58911,-6.16011,-7.27527,0.980523,0.0152364,0.158911,0.085405,0.0453455,0.0510208,0.0240797,0.0220243,0.00772975,0.00358589
triangle,0.774827,3.29771,6.72497,7.89792,15.4458,9.935,15.2985,0.999845,0.0124767,0.0087346,0.0057321,0.00383627,0.00330359,0.00140604,0.00286091,0.00276732,0.00136761
triangle,-0.551836,-0.395676,-1.44233,-0.0987873,0.869275,0.277381,0.87278,0.979373,0.115507,0.00899174,0.122123,0.0800649,0.0292985,0.0360667,0.00305469,0.0623924,0.00452212
triangle,0.736055,3.5576,2.5335,4.90599,8.74478,9.13981,8.81307,0.990734,0.0303014,0.0927111,0.063997,0.0586678,0.0209142,0.0241003,0.0032307,0.016966,0.00889607
triangle,0.717614,3.59059,2.38603,4.38067,7.76569,6.79552,8.82142,0.982894,0.0983906,0.128834,0.0457864,0.041188,0.0441075,0.00896375,0.0364529,0.017522,0.0136474
triangle,0.68588,2.57362,2.22226,3.94002,7.10488,5.51395,-7.26862,0.984442,0.0192482,0.131104,0.0786577,0.0572197,0.0528416,0.0255624,0.00600623,0.0156399,0.0112982
triangle,0.60013,1.63601,2.12538,3.14313,5.90185,4.23431,5.95752,0.970385,0.058404,0.194253,0.0519122,0.0895114,0.0638789,0.0386376,0.0168588,0.0146434,0.0207015
triangle,-0.626902,-0.166173,-1.34869,0.752804,1.34151,0.823587,-0.458554,0.987105,0.0447599,0.00962963,0.0347487,0.0942794,0.107751,0.0152974,0.0265933,0.0241408,0.0172457
triangle,0.714154,3.45517,2.34355,4.43433,8.81393,6.76232,-7.82556,0.987786,0.00643676,0.119387,0.0659256,0.0272639,0.0502166,0.0266939,0.0342879,0.0195832,0.010026
triangle,0.62858,1.71159,2.26558,3.17385,5.93205,4.09776,6.28829,0.973665,0.153678,0.134633,0.0788803,0.0352394,0.0197226,0.0341623,0.0279555,0.0171413,0.0117509
triangle,0.728439,4.73603,2.45005,5.49959,9.62044,-9.43,-9.62951,0.98992,0.0243205,0.105916,0.0710393,0.0302693,0.0309395,0.0218901,0.0223843,0.0142022,0.0120773
triangle,0.675847,3.019,2.17037,3.97125,7.59433,5.85997,-7.05983,0.982418,0.0458876,0.115871,0.125701,0.0298464,0.0420985,0.0134966,0.0117653,0.0200063,0.0117797
triangle,-0.0556152,0.508173,0.477793,2.80461,-4.44789,3.28358,-5.45669,0.973904,0.0538951,0.135934,0.0387272,0.114321,0.0890663,0.0488343,0.0537874,0.0482549,0.00436962
triangle,0.680374,2.45105,2.20516,3.95723,7.06837,5.25733,7.48344,0.981577,0.0405651,0.173732,0.0342966,0.0309219,0.0218762,0.0280077,0.0178979,0.0266741,0.0158211
triangle,0.688064,2.58923,2.24161,4.42537,-8.37175,-6.42001,-7.77217,0.983844,0.0168732,0.13091,0.0926247,0.0424657,0.0524496,0.0266814,0.0248345,0.0119979,0.00475177
triangle,0.696883,2.46002,2.33777,4.17738,7.4695,5.47531,7.85119,0.983426,0.0221241,0.138406,0.0893307,0.0369988,0.0515895,0.0234034,0.0223855,0.00993419,0.00830538
triangle,0.668111,1.96966,2.28166,3.09052,5.81986,4.16023,6.14823,0.966624,0.176135,0.18174,0.00660649,0.0145792,0.0186438,0.0157056,0.0185832,0.0117597,0.0158608
triangle,0.733489,2.86981,2.58782,4.93318,8.83561,6.38043,8.85313,0.988994,0.0292451,0.13917,0.0160909,0.0229246,0.01367,0.0139973,0.0138467,0.0138929,0.0106911
